age,tenth_percentage,twelfth_or_diploma_percentage,math_score,programming_score,communication_score,logical_reasoning_score,creativity_score,leadership_score,teamwork_score,problem_solving_score,coding_interest,design_interest,data_interest,business_interest,security_interest,cloud_interest,certifications_count,project_count,gender_Female,gender_Male,gender_Other,preferred_work_type_Analytical,preferred_work_type_Creative,preferred_work_type_Management,preferred_work_type_Technical,preferred_domain_AI-ML,preferred_domain_Cloud,preferred_domain_Data,preferred_domain_Security,preferred_domain_Web,personality_type_Analytical,personality_type_Creative,personality_type_Leader,personality_type_Logical,internship_experience_No,internship_experience_Yes,favorite_subject_DBMS,favorite_subject_Math,favorite_subject_Python,favorite_subject_Statistics,favorite_subject_Web
21,82.61,79.34,85,53,76,64,82,49,54,79,4,9,4,6,2,4,0,3,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
20,71.27,75.78,84,90,93,70,56,45,64,96,7,3,1,6,2,6,3,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
19,95.38,86.11,65,81,84,74,76,57,80,100,4,1,5,1,1,10,1,2,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
20,85.23,87.24,77,95,60,70,47,43,100,75,4,2,5,3,5,10,4,7,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False
19,79.86,97.23,67,74,69,84,62,44,46,94,10,1,7,5,4,5,1,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
21,86.5,75.18,80,100,92,70,65,56,59,98,10,3,4,6,1,2,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
19,80.43,83.02,85,72,49,83,59,47,72,88,9,2,3,5,2,6,2,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
20,79.7,73.24,62,43,52,86,78,56,68,64,5,10,2,6,2,1,1,5,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
20,76.91,91.03,79,61,92,83,88,35,86,85,6,10,2,2,1,4,0,6,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
19,73.29,65.99,61,53,74,44,64,71,62,93,4,6,5,1,1,5,0,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
19,76.71,77.98,49,61,55,77,43,52,57,78,1,8,7,3,3,1,0,0,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
22,81.37,87.06,62,44,46,69,88,58,74,70,1,7,4,5,3,2,0,2,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
20,81.7,71.39,76,73,56,100,59,39,57,70,5,1,9,4,5,5,1,4,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
22,75.14,71.39,90,90,65,61,47,75,74,83,9,3,4,2,6,5,3,2,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
20,75.29,84.56,82,71,100,95,42,37,87,68,4,3,7,1,10,1,2,9,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
18,83.43,83.35,93,94,66,81,50,54,79,100,8,1,6,6,4,4,2,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
19,86.62,70.02,62,87,76,81,81,88,64,88,10,8,2,5,3,5,1,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
22,76.38,83.94,43,62,49,44,36,42,58,100,5,6,3,4,2,6,2,3,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
18,84.31,73.63,100,98,65,99,74,61,61,92,6,6,3,6,7,5,2,9,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
22,73.17,68.88,65,46,88,76,82,64,81,76,1,1,8,2,3,4,2,4,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
18,81.2,84.86,72,86,51,81,53,39,66,76,10,1,1,5,5,4,3,3,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
18,72.76,80.39,62,77,96,58,72,83,85,69,3,3,3,9,6,3,2,3,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
22,77.72,79.71,76,81,99,75,100,40,87,68,4,10,5,3,1,4,2,2,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
23,79.33,63.7,75,63,75,91,99,71,87,71,5,10,1,3,6,5,3,4,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
18,75.05,90.84,82,67,42,85,64,46,75,81,7,2,7,6,1,1,0,6,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
20,79.81,84.81,79,51,74,82,96,35,59,69,5,10,2,1,2,6,2,5,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
21,93.53,95.29,86,75,43,87,54,35,77,88,10,1,1,4,1,4,1,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
23,93.11,83.68,94,100,71,93,60,73,57,86,9,6,3,5,1,2,5,3,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
21,72.65,94.89,88,49,52,79,71,60,64,81,4,7,10,2,5,1,6,3,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
21,65.98,88.55,100,61,95,62,50,45,96,75,3,7,9,3,4,4,3,5,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
20,81.43,92.06,100,72,75,75,77,62,66,86,10,4,4,1,3,7,4,4,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
20,59.32,90.81,100,57,63,62,57,55,50,85,4,4,9,2,3,1,1,3,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
19,87.1,85.25,67,45,83,76,100,35,77,67,7,10,4,3,6,1,1,3,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
17,99.0,87.16,84,75,70,97,69,78,89,96,4,2,3,2,8,4,4,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
19,72.04,84.36,55,77,55,69,60,41,91,91,6,3,5,3,5,4,3,2,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
18,81.79,63.49,95,89,59,86,79,36,59,89,10,8,4,5,2,7,2,8,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
19,84.91,61.54,49,57,93,82,63,73,48,68,4,1,5,5,7,2,4,4,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False
18,74.72,66.02,62,85,79,82,52,59,66,79,2,2,10,6,3,2,1,3,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
17,69.72,60.24,71,99,59,89,58,77,90,79,9,4,1,3,5,3,2,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
18,90.21,84.25,86,80,94,89,64,71,88,78,7,6,2,2,1,3,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
19,73.56,72.98,55,70,59,65,80,65,92,76,4,7,2,1,5,4,1,5,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
19,79.56,69.93,70,96,65,80,39,35,100,100,6,2,2,2,4,10,2,4,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
20,62.19,91.83,92,79,75,64,69,72,48,87,9,5,1,2,3,6,2,1,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
19,89.0,73.18,93,88,89,100,41,60,53,86,7,4,4,4,1,4,3,4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
20,73.5,84.13,66,97,66,95,47,59,77,85,10,8,2,1,5,2,1,7,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
18,97.7,90.46,100,79,49,66,90,80,61,100,8,6,10,5,1,3,3,1,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False
22,91.77,86.27,96,100,66,78,69,58,90,100,7,8,6,6,7,1,0,3,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
21,71.68,85.68,48,52,93,65,80,77,53,84,6,2,1,8,2,4,2,6,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
20,70.82,70.72,76,86,72,94,56,77,78,87,1,1,10,1,8,4,2,3,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
18,78.31,99.0,90,96,55,91,70,78,94,74,7,2,5,2,5,6,2,5,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
20,69.38,79.02,81,80,58,99,53,60,98,96,6,1,3,3,3,10,2,7,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False
19,84.43,94.24,54,68,62,78,98,62,97,78,6,7,4,1,4,3,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
20,75.69,99.0,76,75,77,77,86,57,73,82,6,10,5,8,4,3,1,4,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
19,85.51,71.24,88,97,85,85,47,35,68,86,7,3,7,1,8,4,2,5,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
19,84.72,60.87,78,53,48,63,78,52,83,74,2,3,10,5,2,5,1,2,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
20,69.0,76.4,38,42,54,74,87,61,71,73,2,10,1,5,3,2,2,5,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
20,73.74,67.1,91,66,70,80,81,67,54,72,9,5,2,6,1,1,0,1,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
20,65.83,73.06,72,44,77,68,91,59,71,89,3,8,1,5,3,6,2,2,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
21,76.88,83.15,72,82,97,93,43,36,77,75,6,1,6,3,10,1,2,7,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
20,72.07,78.09,68,60,54,64,81,42,100,77,7,6,5,1,3,8,2,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False
21,87.32,83.17,85,94,84,78,37,56,57,100,10,2,4,2,1,5,1,4,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
18,80.21,88.41,98,80,49,71,55,51,90,98,4,4,10,4,1,6,2,6,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
18,77.4,96.38,98,73,97,75,52,35,57,98,1,3,10,1,4,1,2,6,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
17,63.1,90.05,72,81,86,97,53,76,64,97,10,1,7,5,3,6,1,4,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
20,83.51,86.62,88,89,48,76,64,35,77,73,8,6,6,1,4,4,1,5,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
21,67.55,89.96,75,69,89,96,41,39,93,97,1,3,1,3,10,3,3,4,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
23,77.21,64.35,67,40,94,76,75,64,76,72,1,3,10,1,5,6,1,6,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
19,86.78,79.88,70,74,70,84,69,55,90,85,8,1,4,5,1,6,0,5,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
19,78.14,91.49,89,74,52,81,79,44,71,83,9,4,6,1,2,6,1,6,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
19,89.67,78.82,47,60,50,52,57,78,54,86,1,6,5,3,6,3,1,5,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
19,68.13,68.94,75,88,79,93,64,71,85,92,1,1,10,1,6,4,1,2,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
19,92.79,76.76,89,87,61,97,45,56,81,87,1,1,6,1,5,10,5,3,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
18,92.27,83.73,56,59,51,62,76,38,53,92,2,6,3,1,4,7,4,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
17,87.65,78.89,79,57,94,90,75,75,88,49,5,2,4,6,4,3,5,4,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
22,99.0,89.07,78,67,51,77,100,64,80,62,3,10,5,1,3,5,0,7,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
18,77.39,97.9,64,92,41,89,53,52,66,78,9,5,6,3,1,1,2,4,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
20,89.08,84.86,76,84,55,66,35,47,56,82,5,4,7,3,1,10,2,2,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
20,78.99,83.55,95,91,49,88,55,35,60,93,3,2,5,5,9,6,0,2,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
21,71.07,90.13,69,90,62,73,46,80,58,81,7,1,6,3,5,3,1,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
21,76.24,68.52,37,55,88,45,70,35,68,78,2,2,4,2,4,9,2,2,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
19,82.51,93.19,76,65,79,77,58,37,72,90,7,2,6,2,3,2,2,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
17,86.87,84.04,69,50,83,51,44,72,48,86,3,3,3,7,6,8,4,2,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
20,67.66,75.47,77,88,77,89,62,82,71,100,10,5,8,1,3,4,4,5,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
20,91.67,80.85,92,99,71,94,61,42,100,78,6,1,1,2,5,9,2,2,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
19,86.68,78.34,80,47,100,71,79,70,75,87,4,4,10,7,4,4,2,6,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
17,73.37,63.91,47,45,77,47,95,35,56,57,2,6,1,6,1,8,0,0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
20,75.6,76.83,81,51,38,92,62,48,82,98,3,1,9,4,5,1,2,2,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
17,82.59,62.66,100,64,72,88,64,61,86,86,2,3,9,5,3,2,3,2,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
17,76.75,76.44,76,86,65,85,42,44,50,72,8,2,4,1,3,2,1,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
20,84.16,83.35,100,47,86,65,74,45,88,84,4,6,10,3,8,6,3,5,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
20,81.18,60.92,72,49,49,66,79,54,80,78,3,4,10,3,2,4,1,1,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
19,87.7,73.74,59,85,44,83,53,74,72,75,10,1,3,2,3,5,1,4,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
23,74.34,78.93,56,74,88,59,63,83,84,92,6,2,3,9,5,1,2,3,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
21,72.51,89.42,75,93,51,100,35,35,87,90,7,3,3,3,7,2,1,3,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
17,73.41,65.06,57,60,50,55,68,60,81,71,5,6,6,5,2,6,1,3,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
18,94.89,79.61,87,75,59,90,50,53,80,83,1,1,7,2,3,10,4,3,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
18,79.86,82.48,95,99,57,70,56,74,87,94,10,2,8,4,1,4,3,5,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
17,84.26,72.01,76,65,96,82,43,89,53,91,6,2,9,10,1,3,2,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
19,91.99,69.99,91,88,76,84,39,58,72,83,10,4,1,6,6,1,2,3,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
20,89.65,86.1,68,86,54,70,35,48,60,80,6,1,3,1,1,10,0,4,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
18,80.95,87.86,85,76,91,90,70,70,53,94,4,6,2,4,2,10,1,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
21,84.35,81.2,95,71,37,78,56,40,52,74,9,5,3,3,3,3,0,4,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
19,77.13,61.51,100,87,60,89,79,33,54,96,9,6,6,6,2,5,1,6,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
20,72.98,64.12,70,90,79,69,83,60,56,93,7,5,1,6,3,6,2,1,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
19,71.51,92.55,79,75,72,80,83,64,100,96,1,2,5,1,5,9,3,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
20,74.99,85.75,85,73,95,82,62,48,97,88,7,6,1,6,4,1,2,1,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
17,81.61,61.17,74,99,73,71,53,74,92,93,9,2,3,4,6,6,7,4,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
20,84.59,77.95,67,94,83,80,63,73,56,88,1,2,8,3,5,3,1,5,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
18,83.83,63.91,86,57,48,68,79,45,77,79,3,3,10,4,1,4,0,4,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
19,71.34,70.9,63,53,72,87,100,51,72,68,3,8,2,6,1,1,2,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
20,70.52,77.36,64,65,78,72,100,44,83,59,4,10,3,1,6,1,2,7,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
21,67.7,85.49,88,82,85,71,62,73,56,70,8,2,6,4,3,6,0,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
18,70.82,77.9,68,50,76,73,54,84,100,67,5,3,10,3,5,7,1,2,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
20,82.52,71.85,67,79,65,77,84,72,75,54,2,10,1,1,5,5,4,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
17,65.61,88.62,79,85,93,94,46,72,63,100,10,3,8,6,6,6,3,4,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
18,86.3,68.64,82,74,71,99,82,49,81,92,1,6,10,8,3,6,2,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
23,64.74,72.03,69,100,82,92,44,58,98,96,1,6,5,1,10,1,6,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
19,79.67,73.51,82,53,51,88,56,60,93,87,1,1,10,6,6,2,1,3,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
18,86.46,81.49,94,93,93,77,51,43,97,91,1,1,8,4,6,4,3,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
20,74.0,74.62,86,99,51,86,49,30,67,73,4,1,4,6,6,10,3,4,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
20,86.66,88.68,79,44,58,65,61,35,79,93,4,1,10,8,8,6,1,4,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
19,92.12,87.32,76,90,96,91,63,40,85,85,10,8,1,5,4,3,3,5,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
20,65.56,69.09,94,61,66,100,74,72,61,75,4,1,10,6,4,7,0,4,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
19,91.69,66.42,71,77,62,66,84,35,49,50,4,10,8,5,3,1,2,5,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
22,80.72,74.77,82,84,70,95,55,74,58,76,2,1,9,5,4,4,1,6,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
20,71.8,64.65,45,59,48,45,99,41,82,87,6,5,4,4,2,5,2,5,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False
18,77.71,57.93,58,55,86,67,100,60,81,58,2,10,5,7,1,4,2,3,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
17,94.78,63.51,60,40,88,44,39,36,60,87,5,2,6,3,5,3,2,2,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False
19,76.46,61.41,75,70,62,92,55,53,60,93,10,6,6,3,6,6,2,8,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
19,72.85,84.2,80,56,76,83,50,55,81,79,1,2,7,1,6,3,1,0,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
22,93.5,56.2,73,78,74,93,58,72,82,95,4,2,4,1,4,10,3,2,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
22,73.5,91.97,74,55,88,89,56,80,100,58,8,2,4,7,3,6,4,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
19,90.89,76.73,52,54,64,56,74,64,97,74,1,1,1,7,1,9,1,6,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False
21,87.41,85.34,53,75,51,77,91,64,84,53,2,8,2,6,6,2,5,1,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
19,86.9,82.59,83,72,45,71,77,69,65,99,5,5,3,3,9,5,3,4,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
21,80.25,91.15,76,80,53,81,86,41,77,80,5,5,4,5,10,5,2,5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
22,71.51,73.02,45,59,92,59,35,34,75,74,5,6,2,2,3,4,2,4,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
20,83.62,80.81,95,95,57,98,65,39,58,72,2,1,10,6,2,2,3,2,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
21,79.09,77.78,86,47,85,59,74,55,80,81,5,3,10,1,6,5,1,5,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
20,72.09,80.92,92,95,64,100,78,44,90,99,6,4,10,5,3,6,4,4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
21,94.9,92.17,67,56,49,88,78,42,70,95,2,1,8,4,1,5,1,4,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
18,71.41,80.96,60,71,84,62,61,31,91,91,3,1,8,1,6,4,1,2,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
21,85.98,79.27,83,48,100,82,57,100,88,82,2,2,10,10,1,1,1,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
18,62.53,70.61,43,54,62,75,87,61,87,76,4,5,4,6,1,4,2,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
18,82.22,82.09,67,65,72,89,85,37,63,74,10,1,6,5,5,2,3,6,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
23,68.92,66.41,86,96,62,79,51,67,100,89,1,5,3,1,5,10,0,3,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
21,74.57,75.56,82,97,89,88,44,55,46,78,10,1,2,6,4,7,3,3,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
19,81.77,93.32,48,61,60,79,100,61,95,83,6,10,6,1,4,4,0,3,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
22,74.9,87.87,82,100,64,100,35,42,84,87,4,4,8,7,4,4,2,1,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
20,69.73,94.86,82,83,71,87,78,72,100,93,1,2,6,1,6,10,4,2,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
23,71.61,66.06,69,93,77,90,64,50,67,72,2,3,10,2,4,5,1,2,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
19,80.92,78.25,91,88,80,85,35,68,56,82,1,7,8,1,6,5,0,2,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
18,92.47,59.88,96,82,83,77,79,63,54,95,10,5,5,2,5,1,1,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
17,82.93,77.4,62,72,98,57,41,90,85,51,2,3,7,9,4,1,2,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
20,74.9,79.95,72,60,46,99,62,53,93,88,1,2,10,7,6,1,1,0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
