student_id,age,gender,tenth_percentage,twelfth_or_diploma_percentage,math_score,programming_score,communication_score,logical_reasoning_score,creativity_score,leadership_score,teamwork_score,problem_solving_score,coding_interest,design_interest,data_interest,business_interest,security_interest,cloud_interest,preferred_work_type,preferred_domain,personality_type,certifications_count,project_count,internship_experience,favorite_subject,career_label
S1000,23,Female,75.52,78.74,100,73,87,82,63,46,91,86,3,2,9,1,1,5,Technical,Data,Logical,1,6,Yes,DBMS,Database Administrator
S0787,20,Male,80.51,75.72,42,58,60,70,44,47,57,84,3,6,6,2,4,1,Technical,Web,Analytical,0,0,No,Python,Quality Assurance Tester
S0840,17,Female,73.41,65.06,57,60,50,55,68,60,81,71,5,6,6,5,2,6,Technical,Web,Analytical,1,3,No,Web,Quality Assurance Tester
S0032,20,Female,75.21,71.11,64,58,76,61,41,76,89,84,6,3,10,5,4,4,Analytical,Data,Analytical,3,1,No,Python,Junior Data Scientist
S0834,19,Female,77.75,75.39,66,66,67,57,74,61,99,76,10,3,3,5,4,5,Technical,Web,Analytical,3,3,No,Python,Quality Assurance Tester
S0978,23,Male,89.67,99.0,70,67,62,98,39,42,65,78,2,1,2,3,2,7,Technical,Cloud,Logical,2,3,No,DBMS,Junior DevOps Engineer
S0911,20,Female,91.83,74.98,72,54,74,77,58,74,71,55,4,5,4,9,3,4,Management,Data,Leader,0,1,Yes,Statistics,Junior Business Analyst
S0072,21,Female,94.32,58.33,85,73,92,73,84,69,73,79,1,3,10,5,3,1,Analytical,Data,Analytical,1,2,No,DBMS,Associate Data Analyst
S0094,18,Male,79.31,75.02,98,74,66,83,77,77,61,76,5,1,7,5,1,1,Analytical,Data,Analytical,4,0,No,DBMS,Associate Data Analyst
S0436,22,Female,74.72,97.7,78,93,47,91,78,56,54,82,8,2,6,4,5,3,Technical,Web,Logical,1,1,No,Python,Backend Developer
S0249,21,Female,86.38,76.33,79,92,86,87,68,65,92,78,4,5,9,4,2,4,Technical,AI-ML,Logical,2,4,No,Python,AI/ML Engineer Trainee
S0101,20,Female,68.16,67.06,77,43,87,78,38,73,86,91,2,1,9,5,5,1,Analytical,Data,Analytical,4,0,No,Statistics,Associate Data Analyst
S0012,19,Female,57.79,72.17,85,75,83,64,69,71,79,94,1,3,10,2,6,3,Analytical,Data,Analytical,3,3,No,Python,Junior Data Scientist
S0719,20,Female,74.13,74.33,64,69,69,86,84,39,80,71,5,7,2,1,1,4,Creative,Web,Creative,3,1,No,Web,UI/UX Designer
S0488,21,Male,76.93,71.64,84,95,53,99,55,37,50,71,10,4,2,3,2,1,Technical,Web,Logical,2,0,No,DBMS,Full Stack Developer
S0486,18,Female,76.0,78.06,80,91,54,88,83,71,74,77,7,6,4,2,4,1,Technical,Web,Logical,0,6,Yes,Python,Backend Developer
S0929,20,Male,83.51,93.11,85,74,57,92,66,54,72,86,5,1,1,4,4,9,Technical,Cloud,Logical,1,2,No,DBMS,Junior DevOps Engineer
S0464,17,Male,80.15,94.94,86,68,56,98,61,67,68,83,8,6,4,5,1,1,Technical,Web,Logical,3,5,Yes,Python,Backend Developer
S0975,19,Female,71.41,74.99,95,71,88,75,83,66,93,89,2,2,5,6,2,10,Technical,Cloud,Logical,6,2,No,Python,Junior DevOps Engineer
S0823,22,Male,67.1,90.2,61,94,45,72,73,64,63,92,10,6,4,3,5,3,Technical,Web,Analytical,0,3,No,Python,Quality Assurance Tester
S0176,19,Male,69.06,76.76,64,69,77,72,66,70,85,70,7,3,4,6,2,4,Technical,AI-ML,Logical,2,5,Yes,Python,Junior ML Engineer
S0568,20,Male,76.05,84.98,63,89,71,100,44,64,76,83,9,6,1,2,4,4,Technical,Web,Logical,2,6,Yes,Web,Full Stack Developer
S0576,20,Male,78.03,81.83,72,90,45,76,51,31,96,92,3,4,2,3,6,9,Technical,Cloud,Logical,2,2,No,Python,Cloud Operations Engineer
S0126,18,Female,78.06,77.48,65,70,56,44,45,67,52,74,5,4,3,2,2,3,Analytical,Data,Analytical,2,3,Yes,DBMS,Associate Data Analyst
S0199,18,Female,78.91,78.9,97,92,72,94,67,48,58,95,10,4,1,3,1,3,Technical,AI-ML,Logical,2,1,No,Math,Junior ML Engineer
S0876,19,Female,73.82,64.74,65,54,76,71,76,90,63,60,4,4,6,10,4,3,Management,Data,Leader,1,2,Yes,DBMS,Junior Business Analyst
S0833,18,Male,83.36,67.19,68,87,70,83,52,40,58,97,8,4,1,2,3,1,Technical,Web,Analytical,2,2,Yes,Python,Quality Assurance Tester
S0918,21,Female,89.3,90.49,97,77,61,89,35,49,95,95,1,5,3,3,1,7,Technical,Cloud,Logical,4,3,No,DBMS,Junior DevOps Engineer
S0013,20,Male,82.92,74.55,61,45,57,62,81,74,99,76,2,6,3,6,4,3,Analytical,AI-ML,Analytical,1,2,No,Math,Junior Data Scientist
S0235,21,Male,81.76,95.25,98,86,61,78,65,34,95,85,6,1,7,2,5,3,Technical,AI-ML,Logical,2,2,No,Math,AI/ML Engineer Trainee
S0316,19,Male,77.76,87.65,98,98,81,84,76,64,86,89,10,2,5,5,5,1,Technical,Web,Logical,2,3,No,Python,Junior Web Developer
S1039,19,Male,73.29,65.99,61,53,74,44,64,71,62,93,4,6,5,1,1,5,Technical,Web,Logical,0,2,No,Web,Database Administrator
S0886,19,Female,75.59,91.39,57,68,88,42,67,100,59,64,2,2,6,3,2,3,Management,Security,Leader,0,4,No,Python,Junior Business Analyst
S0447,19,Male,82.84,91.04,98,91,52,81,66,48,95,86,7,1,1,6,6,2,Technical,Web,Logical,2,4,Yes,Python,Backend Developer
S0254,23,Female,71.61,66.06,69,93,77,90,64,50,67,72,2,3,10,2,4,5,Technical,AI-ML,Logical,1,2,No,Math,AI/ML Engineer Trainee
S0650,20,Female,71.02,68.64,90,76,68,77,81,30,57,100,1,6,4,6,7,5,Technical,Security,Logical,0,5,Yes,DBMS,Security Analyst Trainee
S0342,21,Female,80.66,97.8,96,75,52,100,61,41,94,80,9,1,3,2,5,5,Technical,Web,Logical,4,5,Yes,Python,Junior Web Developer
S0902,21,Female,64.17,75.56,70,53,76,55,35,93,91,86,1,5,6,2,3,6,Management,Cloud,Leader,0,1,Yes,Math,Junior Business Analyst
S0202,22,Female,79.4,85.75,70,81,92,74,76,66,83,81,8,5,3,1,4,1,Technical,AI-ML,Logical,0,5,Yes,Math,Junior ML Engineer
S0170,17,Male,79.58,78.85,94,66,54,89,83,74,67,96,8,2,2,6,4,4,Technical,AI-ML,Logical,1,4,No,Python,Junior ML Engineer
S0932,17,Male,73.4,62.98,89,68,80,71,74,70,86,99,3,4,4,4,5,9,Technical,Cloud,Logical,1,2,No,Python,Junior DevOps Engineer
S0323,19,Female,81.52,88.46,67,68,52,40,36,52,70,80,4,6,3,3,5,2,Technical,Cloud,Logical,2,7,Yes,Python,Junior Web Developer
S0123,20,Female,83.65,72.58,79,66,95,57,83,35,84,71,6,5,9,6,5,4,Analytical,Data,Analytical,1,10,Yes,DBMS,Associate Data Analyst
S0445,18,Female,88.93,85.41,83,83,88,85,71,43,92,87,8,6,2,4,4,5,Technical,Web,Logical,4,3,No,Python,Backend Developer
S0652,20,Male,78.72,87.03,80,74,94,91,47,40,82,74,4,2,5,1,8,2,Technical,Security,Logical,1,7,Yes,DBMS,Security Analyst Trainee
S1015,17,Female,81.56,63.58,79,98,65,76,76,31,98,78,4,3,9,1,4,1,Technical,Data,Logical,4,6,Yes,DBMS,Database Administrator
S0635,18,Female,73.7,66.74,66,76,93,94,62,39,84,72,6,5,1,3,3,7,Technical,Cloud,Logical,1,3,Yes,DBMS,Cloud Operations Engineer
S0693,19,Female,97.83,92.3,46,52,85,52,65,55,81,92,4,5,5,6,6,4,Technical,Security,Logical,1,3,No,Web,Security Analyst Trainee
S0188,19,Male,84.81,75.55,85,70,93,80,81,47,51,95,7,6,2,3,2,2,Technical,AI-ML,Logical,0,4,No,Python,Junior ML Engineer
S0616,19,Female,69.01,73.7,70,89,84,87,74,41,58,79,3,6,5,6,2,7,Technical,Cloud,Logical,0,2,Yes,Python,Cloud Operations Engineer
S0821,21,Male,67.5,67.24,85,69,90,89,50,66,90,85,9,3,3,6,4,3,Technical,Web,Analytical,5,3,Yes,Web,Quality Assurance Tester
S0998,19,Male,90.17,63.89,85,70,61,97,35,43,76,100,6,4,7,5,3,3,Technical,Data,Logical,7,3,No,DBMS,Database Administrator
S0871,17,Female,89.43,79.36,53,63,80,55,48,85,67,89,3,4,4,9,6,5,Management,Data,Leader,2,2,No,DBMS,Junior Business Analyst
S1003,21,Female,72.87,96.93,79,89,87,70,55,31,61,85,1,4,10,6,2,2,Technical,Data,Logical,2,2,Yes,DBMS,Database Administrator
S0717,20,Female,92.07,72.25,82,67,94,72,75,67,75,83,4,8,1,3,5,1,Creative,Web,Creative,2,4,Yes,Web,UI/UX Designer
S1004,19,Female,80.08,85.2,89,65,67,96,46,67,86,89,1,3,8,2,5,5,Technical,Data,Logical,3,6,Yes,DBMS,Database Administrator
S0807,20,Female,72.98,64.12,70,90,79,69,83,60,56,93,7,5,1,6,3,6,Technical,Web,Analytical,2,1,No,Python,Quality Assurance Tester
S0815,21,Female,69.68,82.08,85,71,58,56,81,60,74,86,9,2,1,3,4,3,Technical,Web,Analytical,3,7,Yes,Python,Quality Assurance Tester
S0795,20,Male,77.48,59.92,74,89,54,76,83,73,96,91,9,3,3,4,4,3,Technical,Web,Analytical,2,4,No,Python,Quality Assurance Tester
S0578,18,Male,69.3,60.97,79,94,55,92,39,69,76,93,4,3,5,5,6,7,Technical,Cloud,Logical,1,4,No,DBMS,Cloud Operations Engineer
S0494,18,Male,80.3,80.13,96,90,46,71,40,60,91,78,7,1,4,6,5,6,Technical,Web,Logical,1,1,No,Python,Full Stack Developer
S0930,21,Female,78.87,93.45,91,82,82,98,42,64,56,76,1,1,3,1,3,7,Technical,Cloud,Logical,1,3,No,DBMS,Junior DevOps Engineer
S0887,22,Male,80.89,77.5,79,53,95,73,40,99,55,85,2,1,4,9,1,4,Management,Data,Leader,3,2,No,Statistics,Junior Business Analyst
S0024,21,Male,94.9,92.17,67,56,49,88,78,42,70,95,2,1,8,4,1,5,Analytical,Data,Analytical,1,4,No,Math,Junior Data Scientist
S0979,20,Male,70.3,80.52,62,88,83,77,47,50,87,71,2,3,4,2,2,7,Technical,Cloud,Logical,2,3,Yes,Python,Junior DevOps Engineer
S0580,20,Female,81.61,89.1,90,91,85,97,84,76,91,92,2,5,2,1,5,8,Technical,Cloud,Logical,2,2,No,Python,Cloud Operations Engineer
S0547,18,Female,71.34,82.14,84,96,75,89,68,64,90,74,7,5,6,2,5,1,Technical,Web,Logical,3,4,No,Web,Full Stack Developer
S0760,17,Male,76.0,84.16,82,71,74,80,88,60,61,79,4,8,4,2,5,2,Creative,Web,Creative,0,2,No,Web,UI/UX Designer
S0912,19,Male,72.79,75.15,59,46,82,58,38,73,63,68,6,6,1,8,5,1,Management,Data,Leader,4,3,No,DBMS,Junior Business Analyst
S0959,19,Female,69.39,77.35,92,87,90,81,67,61,76,75,3,5,6,5,6,7,Technical,Cloud,Logical,1,0,No,Python,Junior DevOps Engineer
S0337,20,Male,69.69,62.71,61,68,74,98,73,58,60,90,9,6,6,5,5,6,Technical,Web,Logical,1,5,Yes,Web,Junior Web Developer
S0482,20,Male,81.36,75.59,94,80,65,91,63,50,74,95,7,1,1,4,2,3,Technical,Web,Logical,0,1,No,Python,Backend Developer
S0622,20,Male,70.44,83.86,57,46,90,65,84,48,87,93,2,6,5,5,6,2,Technical,AI-ML,Logical,3,2,No,Statistics,Cloud Operations Engineer
S0290,18,Male,88.74,80.43,90,68,71,93,66,59,71,95,1,5,9,6,1,2,Technical,AI-ML,Logical,1,3,Yes,Python,AI/ML Engineer Trainee
S0611,18,Male,62.68,83.64,82,82,91,71,68,36,55,100,1,6,1,6,3,9,Technical,Cloud,Logical,1,3,No,Python,Cloud Operations Engineer
S0947,22,Female,72.68,69.72,84,98,57,77,48,68,96,86,2,6,5,3,4,9,Technical,Cloud,Logical,0,3,No,DBMS,Junior DevOps Engineer
S0961,19,Male,86.88,85.66,89,93,63,90,63,79,73,83,2,5,3,1,4,7,Technical,Cloud,Logical,7,2,No,Python,Junior DevOps Engineer
S0682,20,Male,76.83,57.05,85,74,95,76,77,68,95,85,3,6,5,3,10,6,Technical,Security,Logical,1,3,No,DBMS,Security Analyst Trainee
S0880,19,Female,80.14,87.85,71,63,74,70,84,83,62,74,3,3,3,7,6,6,Management,Data,Leader,2,5,Yes,DBMS,Junior Business Analyst
S0015,20,Female,67.3,81.54,99,40,47,63,74,43,86,85,3,4,7,3,6,5,Analytical,Data,Analytical,3,5,Yes,Statistics,Junior Data Scientist
S0338,19,Female,87.67,72.68,66,84,49,88,54,39,98,89,7,1,2,2,5,2,Technical,Web,Logical,3,4,No,Web,Junior Web Developer
S0549,21,Male,83.03,77.12,94,68,45,86,56,41,55,78,7,4,3,5,5,1,Technical,Web,Logical,1,2,No,Web,Full Stack Developer
S0782,21,Female,90.02,75.22,71,66,66,61,60,39,53,91,8,2,2,4,2,6,Technical,Web,Analytical,1,4,No,Web,Quality Assurance Tester
S0336,21,Female,76.25,76.96,90,100,88,83,47,52,79,75,7,4,1,3,2,1,Technical,Web,Logical,4,1,No,Python,Junior Web Developer
S0518,19,Female,80.78,68.53,100,90,59,79,37,53,78,78,8,6,2,3,4,4,Technical,Web,Logical,2,3,No,DBMS,Full Stack Developer
S0258,18,Other,84.92,86.13,94,65,48,85,57,77,80,81,4,4,7,3,5,6,Technical,AI-ML,Logical,3,2,No,Math,AI/ML Engineer Trainee
S0935,22,Female,79.16,75.51,66,69,63,100,51,39,81,70,6,6,6,3,6,7,Technical,Cloud,Logical,0,1,Yes,Python,Junior DevOps Engineer
S0423,19,Female,90.13,89.23,46,42,93,70,88,40,96,59,2,8,6,6,3,3,Creative,Web,Creative,2,4,No,Web,Frontend Developer
S0540,20,Male,66.11,85.47,82,77,46,75,39,57,99,98,7,6,4,2,4,3,Technical,Web,Logical,3,1,No,Python,Full Stack Developer
S0777,21,Female,67.05,96.2,85,83,78,68,76,64,53,93,7,5,1,1,5,5,Technical,Web,Analytical,1,2,No,Python,Quality Assurance Tester
S0399,17,Female,79.17,77.21,78,41,71,58,82,61,98,67,3,9,1,6,3,3,Creative,Web,Creative,2,2,No,Web,Frontend Developer
S0228,20,Male,74.8,81.66,92,92,54,83,49,61,92,94,5,4,8,2,2,1,Technical,AI-ML,Logical,1,6,Yes,Math,AI/ML Engineer Trainee
S0525,20,Male,75.11,73.34,61,69,72,95,56,51,69,75,9,6,6,2,1,5,Technical,Web,Logical,1,2,No,Web,Full Stack Developer
S0555,22,Male,80.64,68.16,73,65,49,88,79,60,70,77,9,2,1,5,4,1,Technical,Web,Logical,4,0,No,DBMS,Full Stack Developer
S0553,19,Male,71.08,76.02,89,92,91,85,78,66,75,95,9,1,4,6,3,3,Technical,Web,Logical,1,4,No,DBMS,Full Stack Developer
S0353,18,Male,78.31,99.0,90,96,55,91,70,78,94,74,7,2,5,2,5,6,Technical,Web,Logical,2,5,Yes,Web,Junior Web Developer
S0064,18,Other,72.78,78.15,75,49,68,62,57,71,95,73,6,3,7,6,5,1,Analytical,Data,Analytical,0,3,No,DBMS,Associate Data Analyst
S0661,22,Male,66.11,72.15,77,100,90,98,36,51,93,97,2,5,5,1,10,1,Technical,Security,Logical,5,0,No,DBMS,Security Analyst Trainee
S0757,20,Male,84.16,63.41,67,59,52,56,82,41,66,51,6,4,6,5,3,2,Creative,AI-ML,Creative,1,0,No,Web,UI/UX Designer
S0332,21,Female,76.46,67.22,82,92,94,71,53,77,57,78,10,2,1,6,1,5,Technical,Web,Logical,1,2,Yes,Web,Junior Web Developer
S0158,17,Male,83.7,84.03,69,97,75,91,54,53,77,89,7,2,5,4,3,4,Technical,AI-ML,Logical,2,4,Yes,Math,Junior ML Engineer
S0211,19,Female,65.02,83.6,62,68,53,86,73,33,52,99,5,6,9,3,4,5,Technical,AI-ML,Logical,2,2,No,Python,AI/ML Engineer Trainee
S0742,19,Female,81.65,92.93,54,65,71,59,91,50,72,61,3,6,3,2,5,3,Creative,Security,Creative,4,2,Yes,Python,UI/UX Designer
S0408,19,Female,68.07,72.38,74,62,90,61,84,50,58,90,2,8,4,1,5,5,Creative,Web,Creative,1,8,Yes,Web,Frontend Developer
S0054,21,Male,89.39,62.49,78,42,88,74,39,68,62,78,1,5,10,2,5,1,Analytical,Data,Analytical,3,1,No,Math,Junior Data Scientist
S0891,20,Male,69.21,68.33,59,63,91,56,48,86,66,67,2,3,6,9,5,1,Management,Data,Leader,1,7,Yes,DBMS,Junior Business Analyst
S0541,17,Male,86.64,74.07,68,91,80,72,46,38,72,74,7,3,6,1,5,1,Technical,Web,Logical,1,1,No,Python,Full Stack Developer
S0747,18,Male,74.62,73.1,55,54,66,81,99,55,69,68,4,7,3,5,2,2,Creative,Web,Creative,3,2,No,Web,UI/UX Designer
S0411,20,Female,83.22,73.88,49,73,63,62,87,42,58,84,6,7,6,3,4,1,Creative,Web,Creative,2,5,Yes,Web,Frontend Developer
S0861,20,Female,86.36,92.9,48,64,92,83,78,93,75,78,2,4,2,10,1,1,Management,Data,Leader,2,2,No,DBMS,Junior Business Analyst
S0167,19,Female,80.83,77.52,62,93,82,100,66,74,68,79,8,5,3,5,2,6,Technical,AI-ML,Logical,2,2,No,Python,Junior ML Engineer
S0118,19,Female,78.65,83.31,88,78,49,61,84,44,70,73,4,2,8,2,1,6,Analytical,Data,Analytical,0,2,Yes,DBMS,Associate Data Analyst
S0564,20,Female,79.96,74.38,94,65,65,73,37,40,70,88,9,6,2,6,5,5,Technical,Web,Logical,1,4,No,Python,Full Stack Developer
S0966,20,Male,77.14,67.79,62,85,69,75,55,62,69,96,5,1,5,2,4,8,Technical,Cloud,Logical,1,4,No,Python,Junior DevOps Engineer
S0244,21,Male,82.39,72.05,62,91,87,71,54,38,74,78,3,3,10,2,4,1,Technical,AI-ML,Logical,2,1,No,Python,AI/ML Engineer Trainee
S0297,20,Female,95.76,93.5,84,67,49,85,46,36,73,82,7,1,1,2,1,3,Technical,Web,Logical,2,3,No,Web,Junior Web Developer
S0572,19,Male,85.74,97.09,82,83,52,94,35,30,51,96,3,6,4,4,5,10,Technical,Cloud,Logical,4,1,Yes,DBMS,Cloud Operations Engineer
S0285,19,Female,68.13,68.94,75,88,79,93,64,71,85,92,1,1,10,1,6,4,Technical,AI-ML,Logical,1,2,No,Math,AI/ML Engineer Trainee
S0926,19,Other,67.42,98.26,73,76,74,77,53,67,79,97,2,2,4,2,3,8,Technical,Cloud,Logical,3,3,No,Python,Junior DevOps Engineer
S0789,17,Male,76.77,77.21,66,87,77,64,74,40,77,72,7,4,2,5,4,5,Technical,Web,Analytical,3,3,No,Python,Quality Assurance Tester
S0133,19,Female,82.45,60.01,61,96,83,72,59,50,69,98,7,2,3,5,3,1,Technical,AI-ML,Logical,5,3,No,Python,Junior ML Engineer
S0405,21,Male,74.48,77.31,81,65,46,64,100,66,96,69,3,9,2,4,2,5,Creative,Web,Creative,2,2,No,Web,Frontend Developer
S0567,20,Male,72.93,74.84,78,65,87,88,76,31,93,93,7,5,6,3,1,5,Technical,Web,Logical,3,3,No,Web,Full Stack Developer
S0721,18,Female,84.62,85.31,80,54,80,69,89,79,93,80,4,7,2,2,5,6,Creative,Web,Creative,1,3,Yes,Web,UI/UX Designer
S0657,19,Female,73.62,62.04,61,74,49,75,71,78,64,79,3,2,3,5,10,4,Technical,Security,Logical,2,4,No,DBMS,Security Analyst Trainee
S0194,19,Male,77.53,83.22,65,92,76,82,72,62,78,73,7,6,4,6,5,1,Technical,AI-ML,Logical,4,1,Yes,Math,Junior ML Engineer
S0585,18,Female,70.99,73.28,92,76,88,76,71,70,61,79,5,2,2,3,3,10,Technical,Cloud,Logical,2,4,No,Python,Cloud Operations Engineer
S0487,20,Female,62.12,81.5,79,94,84,97,62,62,79,88,7,6,2,6,1,1,Technical,Web,Logical,1,0,No,Python,Backend Developer
S0419,19,Male,72.54,77.6,70,79,81,71,82,37,81,84,1,7,6,1,4,5,Creative,Web,Creative,2,4,No,Web,Frontend Developer
S0931,20,Female,87.75,84.26,75,86,59,91,76,60,95,84,4,6,2,5,1,8,Technical,Cloud,Logical,5,2,No,Python,Junior DevOps Engineer
S0624,21,Other,72.19,87.64,100,80,62,78,64,49,63,81,1,5,6,1,1,7,Technical,Cloud,Logical,3,3,No,DBMS,Cloud Operations Engineer
S0499,18,Male,81.91,86.03,55,45,87,45,68,76,50,77,2,4,2,1,5,4,Technical,Security,Logical,0,5,Yes,DBMS,Full Stack Developer
S0755,23,Female,77.14,84.24,68,64,58,83,82,71,63,84,5,9,3,6,3,1,Creative,Web,Creative,3,3,No,Web,UI/UX Designer
S0565,19,Other,78.16,87.59,88,80,83,79,59,63,62,99,10,3,1,3,2,4,Technical,Web,Logical,7,1,No,Python,Full Stack Developer
S0818,22,Male,75.09,71.55,69,88,75,55,59,58,81,79,8,6,6,2,4,1,Technical,Web,Analytical,2,4,No,Python,Quality Assurance Tester
S0516,22,Other,75.71,84.43,81,94,88,85,70,39,66,71,9,2,3,5,2,3,Technical,Web,Logical,4,0,No,DBMS,Full Stack Developer
S0714,20,Female,87.32,80.31,74,53,81,84,97,32,84,68,5,9,3,5,5,3,Creative,Web,Creative,1,2,No,Web,UI/UX Designer
S0799,20,Female,86.47,85.65,76,76,63,90,49,48,96,94,10,2,5,6,4,1,Technical,Web,Analytical,1,5,Yes,Web,Quality Assurance Tester
S0779,18,Female,84.86,75.64,80,86,92,83,38,53,78,85,8,3,2,4,2,4,Technical,Web,Analytical,1,3,No,Web,Quality Assurance Tester
S0205,18,Female,85.42,74.44,82,92,82,98,75,75,62,84,10,2,1,2,1,6,Technical,AI-ML,Logical,2,3,No,Math,Junior ML Engineer
S0638,18,Female,69.31,90.13,62,60,62,68,80,59,85,90,4,3,2,5,1,2,Technical,Security,Logical,1,3,No,DBMS,Security Analyst Trainee
S0329,19,Male,83.64,68.85,72,75,61,70,61,48,99,88,9,3,4,3,4,1,Technical,Web,Logical,5,2,No,Web,Junior Web Developer
S0393,19,Female,75.2,86.5,85,67,67,86,78,55,87,69,3,7,4,5,5,2,Creative,Web,Creative,3,3,No,Web,Frontend Developer
S0501,21,Female,77.12,58.04,81,94,61,97,74,46,83,89,10,3,4,4,1,2,Technical,Web,Logical,3,1,No,Python,Full Stack Developer
S0842,23,Male,77.03,66.66,91,91,72,64,50,74,68,79,8,3,3,2,6,5,Technical,Web,Analytical,2,3,No,Python,Quality Assurance Tester
S0115,18,Male,69.89,85.5,62,61,51,80,75,70,79,94,3,2,9,5,6,2,Analytical,Data,Analytical,2,5,Yes,Statistics,Associate Data Analyst
S0112,17,Female,71.15,69.76,70,77,79,82,60,60,62,81,4,3,10,6,5,1,Analytical,Data,Analytical,1,2,No,DBMS,Associate Data Analyst
S0909,21,Male,93.35,71.51,57,41,83,52,57,86,50,81,1,3,4,4,6,1,Management,Web,Leader,1,0,No,Python,Junior Business Analyst
S0773,20,Male,72.53,75.29,73,88,77,56,60,60,80,78,8,5,1,4,3,5,Technical,Web,Analytical,1,1,Yes,Web,Quality Assurance Tester
S0574,22,Female,81.18,75.95,52,45,59,52,53,50,79,73,5,6,5,2,3,4,Technical,AI-ML,Logical,0,5,Yes,DBMS,Cloud Operations Engineer
S0236,19,Female,74.4,68.81,86,75,54,99,36,59,85,100,3,4,9,4,4,2,Technical,AI-ML,Logical,2,1,Yes,Math,AI/ML Engineer Trainee
S0884,20,Male,63.77,76.43,73,66,94,86,74,75,97,79,6,5,5,9,6,1,Management,Data,Leader,2,2,No,DBMS,Junior Business Analyst
S0277,19,Female,93.01,81.24,90,84,84,93,69,59,89,73,6,3,9,6,6,2,Technical,AI-ML,Logical,1,4,No,Python,AI/ML Engineer Trainee
S0708,22,Female,99.0,87.92,82,49,58,79,91,60,67,64,6,10,5,1,2,1,Creative,Web,Creative,1,1,No,Web,UI/UX Designer
S0688,20,Female,73.21,80.18,49,69,51,63,61,35,91,89,6,1,6,1,2,4,Technical,Security,Logical,2,2,No,DBMS,Security Analyst Trainee
S0475,19,Male,79.47,84.66,50,63,74,58,38,67,71,98,4,4,2,4,2,4,Technical,AI-ML,Logical,7,3,No,Python,Backend Developer
S0442,20,Female,78.48,65.05,67,97,77,78,36,36,70,91,8,6,1,3,6,2,Technical,Web,Logical,1,4,No,DBMS,Backend Developer
S0130,20,Other,74.08,76.07,43,65,74,57,43,73,78,88,6,6,4,2,1,5,Technical,Security,Logical,2,4,Yes,Math,Junior ML Engineer
S0839,20,Male,74.07,67.99,72,71,70,79,75,43,80,88,9,6,2,5,2,3,Technical,Web,Analytical,2,4,No,Web,Quality Assurance Tester
S0219,18,Male,78.67,95.59,88,76,56,90,61,53,58,80,2,6,9,6,3,6,Technical,AI-ML,Logical,1,3,No,Python,AI/ML Engineer Trainee
S0895,22,Female,69.46,81.43,54,74,87,57,67,85,79,88,4,4,2,9,5,1,Management,Data,Leader,3,2,No,DBMS,Junior Business Analyst
S0980,22,Female,72.37,82.99,93,75,89,97,46,44,57,85,2,2,3,3,4,9,Technical,Cloud,Logical,2,2,No,DBMS,Junior DevOps Engineer
S0759,19,Male,68.25,90.87,63,43,86,41,79,57,71,67,6,3,1,2,6,2,Creative,Security,Creative,4,3,No,DBMS,UI/UX Designer
S0899,18,Male,82.53,74.94,67,53,89,86,68,96,54,74,5,6,3,8,1,1,Management,Data,Leader,0,4,No,Statistics,Junior Business Analyst
S0829,19,Male,82.86,65.39,85,100,80,63,81,43,90,80,8,1,2,6,3,1,Technical,Web,Analytical,4,5,Yes,Python,Quality Assurance Tester
S0208,18,Female,85.56,66.37,84,72,75,89,80,34,58,99,8,5,4,6,3,6,Technical,AI-ML,Logical,4,3,No,Math,Junior ML Engineer
S0470,19,Female,87.13,92.25,85,69,46,74,48,41,91,96,8,4,4,4,5,4,Technical,Web,Logical,0,4,No,Python,Backend Developer
S0008,17,Male,86.66,62.61,100,51,69,84,60,63,84,80,2,5,8,4,5,4,Analytical,Data,Analytical,4,2,No,Statistics,Junior Data Scientist
S0421,18,Female,95.12,65.71,70,78,57,68,79,30,52,58,4,8,6,4,2,1,Creative,Web,Creative,3,3,No,Web,Frontend Developer
S0455,18,Male,85.2,58.18,97,75,68,85,46,66,97,76,8,6,3,3,5,2,Technical,Web,Logical,1,1,Yes,DBMS,Backend Developer
S0088,17,Female,87.15,71.19,82,71,82,87,79,47,78,81,1,1,10,2,6,3,Analytical,Data,Analytical,2,6,Yes,DBMS,Associate Data Analyst
S1006,17,Female,71.16,71.68,91,71,85,86,60,72,71,78,2,5,9,5,6,4,Technical,Data,Logical,1,2,No,DBMS,Database Administrator
S1011,19,Male,91.24,77.51,62,87,74,85,50,54,73,81,4,2,9,4,2,2,Technical,Data,Logical,2,1,No,DBMS,Database Administrator
S0566,19,Male,68.89,80.4,89,75,94,93,85,67,98,73,10,3,5,4,3,5,Technical,Web,Logical,1,3,Yes,DBMS,Full Stack Developer
S0361,17,Female,67.63,67.25,70,68,72,83,94,76,78,70,3,7,4,2,6,1,Creative,Web,Creative,1,0,Yes,Web,Frontend Developer
S0047,23,Male,74.77,55.0,81,42,92,55,39,59,52,79,4,2,8,2,4,4,Analytical,Data,Analytical,2,3,Yes,Statistics,Junior Data Scientist
S0164,21,Female,87.41,69.9,94,68,55,93,56,74,54,78,10,6,6,1,2,5,Technical,AI-ML,Logical,2,1,No,Python,Junior ML Engineer
S0251,23,Female,76.04,72.87,60,74,82,78,62,79,60,74,5,2,8,6,1,5,Technical,AI-ML,Logical,2,3,No,Math,AI/ML Engineer Trainee
